[(0,3),(1,7),(2,0),(4,6),(5,1),(6,9),(8,7),(9,0),(9,4)]
[(0,4),(1,9),(2,0),(5,8),(6,1),(7,12),(10,9),(11,0),(11,5)]
[(0,5),(1,11),(2,0),(6,10),(7,1),(8,15),(12,11),(13,0),(13,6)]
[(0,6),(1,13),(2,0),(7,12),(8,1),(9,18),(14,13),(15,0),(15,7)]
[(0,7),(1,15),(2,0),(8,14),(9,1),(10,21),(16,15),(17,0),(17,8)]
[(0,8),(1,17),(2,0),(9,16),(10,1),(11,24),(18,17),(19,0),(19,9)]
[(0,9),(1,19),(2,0),(10,18),(11,1),(12,27),(20,19),(21,0),(21,10)]
[(0,10),(1,21),(2,0),(11,20),(12,1),(13,30),(22,21),(23,0),(23,11)]
[(0,11),(1,23),(2,0),(12,22),(13,1),(14,33),(24,23),(25,0),(25,12)]
[(0,12),(1,25),(2,0),(13,24),(14,1),(15,36),(26,25),(27,0),(27,13)]
[(0,13),(1,27),(2,0),(14,26),(15,1),(16,39),(28,27),(29,0),(29,14)]
[(0,14),(1,29),(2,0),(15,28),(16,1),(17,42),(30,29),(31,0),(31,15)]
[(0,15),(1,31),(2,0),(16,30),(17,1),(18,45),(32,31),(33,0),(33,16)]
[(0,16),(1,33),(2,0),(17,32),(18,1),(19,48),(34,33),(35,0),(35,17)]
[(0,17),(1,35),(2,0),(18,34),(19,1),(20,51),(36,35),(37,0),(37,18)]
[(0,18),(1,37),(2,0),(19,36),(20,1),(21,54),(38,37),(39,0),(39,19)]
[(0,19),(1,39),(2,0),(20,38),(21,1),(22,57),(40,39),(41,0),(41,20)]
[(0,20),(1,41),(2,0),(21,40),(22,1),(23,60),(42,41),(43,0),(43,21)]
[(0,21),(1,43),(2,0),(22,42),(23,1),(24,63),(44,43),(45,0),(45,22)]
[(0,22),(1,45),(2,0),(23,44),(24,1),(25,66),(46,45),(47,0),(47,23)]
[(0,23),(1,47),(2,0),(24,46),(25,1),(26,69),(48,47),(49,0),(49,24)]
[(0,24),(1,49),(2,0),(25,48),(26,1),(27,72),(50,49),(51,0),(51,25)]
[(0,25),(1,51),(2,0),(26,50),(27,1),(28,75),(52,51),(53,0),(53,26)]
[(0,26),(1,53),(2,0),(27,52),(28,1),(29,78),(54,53),(55,0),(55,27)]
[(0,27),(1,55),(2,0),(28,54),(29,1),(30,81),(56,55),(57,0),(57,28)]
[(0,28),(1,57),(2,0),(29,56),(30,1),(31,84),(58,57),(59,0),(59,29)]
[(0,29),(1,59),(2,0),(30,58),(31,1),(32,87),(60,59),(61,0),(61,30)]
[(0,30),(1,61),(2,0),(31,60),(32,1),(33,90),(62,61),(63,0),(63,31)]
[(0,31),(1,63),(2,0),(32,62),(33,1),(34,93),(64,63),(65,0),(65,32)]
[(0,32),(1,65),(2,0),(33,64),(34,1),(35,96),(66,65),(67,0),(67,33)]
[(0,33),(1,67),(2,0),(34,66),(35,1),(36,99),(68,67),(69,0),(69,34)]
[(0,34),(1,69),(2,0),(35,68),(36,1),(37,102),(70,69),(71,0),(71,35)]
[(0,35),(1,71),(2,0),(36,70),(37,1),(38,105),(72,71),(73,0),(73,36)]
[(0,36),(1,73),(2,0),(37,72),(38,1),(39,108),(74,73),(75,0),(75,37)]
[(0,37),(1,75),(2,0),(38,74),(39,1),(40,111),(76,75),(77,0),(77,38)]
[(0,38),(1,77),(2,0),(39,76),(40,1),(41,114),(78,77),(79,0),(79,39)]
[(0,39),(1,79),(2,0),(40,78),(41,1),(42,117),(80,79),(81,0),(81,40)]
[(0,40),(1,81),(2,0),(41,80),(42,1),(43,120),(82,81),(83,0),(83,41)]
[(0,41),(1,83),(2,0),(42,82),(43,1),(44,123),(84,83),(85,0),(85,42)]
[(0,42),(1,85),(2,0),(43,84),(44,1),(45,126),(86,85),(87,0),(87,43)]
[(0,43),(1,87),(2,0),(44,86),(45,1),(46,129),(88,87),(89,0),(89,44)]
[(0,44),(1,89),(2,0),(45,88),(46,1),(47,132),(90,89),(91,0),(91,45)]
[(0,45),(1,91),(2,0),(46,90),(47,1),(48,135),(92,91),(93,0),(93,46)]
[(0,46),(1,93),(2,0),(47,92),(48,1),(49,138),(94,93),(95,0),(95,47)]
[(0,47),(1,95),(2,0),(48,94),(49,1),(50,141),(96,95),(97,0),(97,48)]
[(0,48),(1,97),(2,0),(49,96),(50,1),(51,144),(98,97),(99,0),(99,49)]
[(0,49),(1,99),(2,0),(50,98),(51,1),(52,147),(100,99),(101,0),(101,50)]
[(0,50),(1,101),(2,0),(51,100),(52,1),(53,150),(102,101),(103,0),(103,51)]
[(0,51),(1,103),(2,0),(52,102),(53,1),(54,153),(104,103),(105,0),(105,52)]
[(0,52),(1,105),(2,0),(53,104),(54,1),(55,156),(106,105),(107,0),(107,53)]
[(0,53),(1,107),(2,0),(54,106),(55,1),(56,159),(108,107),(109,0),(109,54)]
[(0,54),(1,109),(2,0),(55,108),(56,1),(57,162),(110,109),(111,0),(111,55)]
[(0,55),(1,111),(2,0),(56,110),(57,1),(58,165),(112,111),(113,0),(113,56)]
[(0,56),(1,113),(2,0),(57,112),(58,1),(59,168),(114,113),(115,0),(115,57)]
[(0,57),(1,115),(2,0),(58,114),(59,1),(60,171),(116,115),(117,0),(117,58)]
[(0,58),(1,117),(2,0),(59,116),(60,1),(61,174),(118,117),(119,0),(119,59)]
[(0,59),(1,119),(2,0),(60,118),(61,1),(62,177),(120,119),(121,0),(121,60)]
[(0,60),(1,121),(2,0),(61,120),(62,1),(63,180),(122,121),(123,0),(123,61)]
[(0,61),(1,123),(2,0),(62,122),(63,1),(64,183),(124,123),(125,0),(125,62)]
[(0,62),(1,125),(2,0),(63,124),(64,1),(65,186),(126,125),(127,0),(127,63)]
[(0,63),(1,127),(2,0),(64,126),(65,1),(66,189),(128,127),(129,0),(129,64)]
[(0,64),(1,129),(2,0),(65,128),(66,1),(67,192),(130,129),(131,0),(131,65)]
[(0,65),(1,131),(2,0),(66,130),(67,1),(68,195),(132,131),(133,0),(133,66)]
[(0,66),(1,133),(2,0),(67,132),(68,1),(69,198),(134,133),(135,0),(135,67)]
[(0,67),(1,135),(2,0),(68,134),(69,1),(70,201),(136,135),(137,0),(137,68)]
[(0,68),(1,137),(2,0),(69,136),(70,1),(71,204),(138,137),(139,0),(139,69)]
[(0,69),(1,139),(2,0),(70,138),(71,1),(72,207),(140,139),(141,0),(141,70)]
[(0,70),(1,141),(2,0),(71,140),(72,1),(73,210),(142,141),(143,0),(143,71)]
[(0,71),(1,143),(2,0),(72,142),(73,1),(74,213),(144,143),(145,0),(145,72)]
[(0,72),(1,145),(2,0),(73,144),(74,1),(75,216),(146,145),(147,0),(147,73)]
[(0,73),(1,147),(2,0),(74,146),(75,1),(76,219),(148,147),(149,0),(149,74)]
[(0,74),(1,149),(2,0),(75,148),(76,1),(77,222),(150,149),(151,0),(151,75)]
[(0,75),(1,151),(2,0),(76,150),(77,1),(78,225),(152,151),(153,0),(153,76)]
[(0,76),(1,153),(2,0),(77,152),(78,1),(79,228),(154,153),(155,0),(155,77)]
[(0,77),(1,155),(2,0),(78,154),(79,1),(80,231),(156,155),(157,0),(157,78)]
[(0,78),(1,157),(2,0),(79,156),(80,1),(81,234),(158,157),(159,0),(159,79)]
[(0,79),(1,159),(2,0),(80,158),(81,1),(82,237),(160,159),(161,0),(161,80)]
[(0,80),(1,161),(2,0),(81,160),(82,1),(83,240),(162,161),(163,0),(163,81)]
[(0,81),(1,163),(2,0),(82,162),(83,1),(84,243),(164,163),(165,0),(165,82)]
[(0,82),(1,165),(2,0),(83,164),(84,1),(85,246),(166,165),(167,0),(167,83)]
[(0,83),(1,167),(2,0),(84,166),(85,1),(86,249),(168,167),(169,0),(169,84)]
